Date,GLD,IWM,QQQ,SPY,TLT,GLD_vol,IWM_vol,QQQ_vol,SPY_vol,TLT_vol,avg_corr,regime
2012-01-19,-0.0023515152751236,0.0061763140258224,0.0062195385795773,0.0052765641916809,-0.0137534432768325,0.0067401776788946,0.0071194271591698,0.0053354533592979,0.004804000494564,0.0088066717838612,0.2202583372226229,0
2012-01-20,0.0052723365406257,0.0006393505864989,-0.0015034532554284,0.0037272831869152,-0.0113252187666482,0.0066558985431421,0.0072288341027418,0.0055003509996789,0.0048095420021324,0.009543323158205,0.2392542591379955,1
2012-01-23,0.0067254660864555,-0.0012780018042378,0.0003347077782949,-0.0025768970755037,-0.0063259247853121,0.0063535855329607,0.0071066774757632,0.0056033787943371,0.0048094875169841,0.0091800202527475,0.2566833691100647,0
2012-01-24,-0.00704835210506,0.0057578372329303,-0.0018395930958257,-0.0011394813872249,0.0018071129978132,0.0067654052169166,0.007116816566855,0.0054278341121557,0.0049875381190849,0.0092627331629545,0.251429759325979,1
2012-01-25,0.0272205654690229,0.0085244748069923,0.0125668973784858,0.0083673840272986,-0.0024046012031242,0.0097359409979308,0.0063731253607232,0.0060541925658106,0.0049476825482521,0.0092652141475838,0.2507750187176307,0
2012-01-26,0.0051075959191677,-0.0011356686834396,-0.0034750149628589,-0.0051297845784363,0.0132561884750159,0.0097196778335085,0.0065673563579267,0.0064945451448209,0.0055077689545914,0.009308155408989,0.2036016685529147,1
2012-01-27,0.0101631906786654,0.0068200153772692,0.0029887872245173,-0.000455140017405,0.0031431591849699,0.0098698788115631,0.006653590576757,0.0064943060380229,0.0055624326514205,0.0094381321348473,0.2015303887909333,0
2012-01-30,-0.005563132121769,-0.0077770897861418,0.0008277922171002,-0.0034135159746503,0.0117721811826965,0.0096823144647829,0.007056508589713,0.0061029211194087,0.0053413688634175,0.0096947880683837,0.1844247417757948,1
2012-01-31,0.007617680108289,-0.0010114847924058,0.0013234859675037,-0.000380619851364,0.0115511490249089,0.0096778817907758,0.0070971560224544,0.0058489358227123,0.0053410408789614,0.010374756967072,0.1864455441988685,0
2012-02-01,0.0014765814399912,0.0215132808644549,0.0080950683553691,0.0087575157286112,-0.0114551839042347,0.0097373209471326,0.0079721198204522,0.0050124466172277,0.0049183655351304,0.0102952452652635,0.1563755877059958,1
2012-02-02,0.0087874823933584,0.0056987166254764,0.003113987733609,0.0015848285821438,-0.0004191175167868,0.0094534222323259,0.0079578722243429,0.0048537894754533,0.0047216127453618,0.0091719762376651,0.1744965201167821,0
2012-02-03,-0.0199357123722326,0.0218035126665607,0.0137233523291404,0.0140189841802413,-0.021489563733774,0.0125241051913636,0.0096629091223439,0.0058366880857985,0.0062668605850033,0.0110546658563338,0.0096469394461863,1
2012-02-06,-0.0027440152442257,-0.0032546376033277,-0.0008059184554216,-0.000669175810525,0.0099510100636543,0.0126070800990506,0.0098443775076843,0.0059217189587204,0.0061410673094209,0.0112259626819761,-0.0053503903099595,0
2012-02-07,0.0150735996103796,-0.0006047075441246,0.0020965505715178,0.0025285473913208,-0.0124012559870403,0.0126845060105058,0.0100433838529339,0.0056402739671838,0.006031044335717,0.0120608972875266,-0.0088286229947303,1
2012-02-08,-0.0070712844420862,0.0021783089361693,0.0053113419792647,0.0029680620997465,0.0007743712714405,0.0103454895582541,0.0100003903799921,0.0048308962953849,0.0056810092835391,0.0120279209189963,-0.1035012856040848,0
2012-02-09,-0.002848639332576,-0.0049509067046182,0.0072051062205624,0.0012571369537965,-0.0074768669366253,0.0103252957419209,0.010304185680181,0.0043147623278554,0.0051245229915686,0.0113463028985768,-0.0969340024240545,1
2012-02-10,-0.0052375006572757,-0.0137141013410329,-0.0069945290601696,-0.0073872891570035,0.0129881136311154,0.0098612193625853,0.0116474243797633,0.0056292015054188,0.0059835498792127,0.0121991309948203,-0.0510198805159722,0
2012-02-13,0.0022136838491002,0.0129197494119586,0.0092846608533205,0.0074422673378118,0.0012820175372629,0.0097715151365309,0.0115579170270159,0.0058331219449765,0.0058911428783224,0.0114426371486094,-0.0240928966471083,1
2012-02-14,-0.0023282156434702,-0.0044945863333307,0.002537271983531,-0.0012555585447522,0.0052928407280887,0.0093780751891015,0.011778045915828,0.0057781685805563,0.0059532974940318,0.0107918543407248,-0.0265304894069305,0
2012-02-15,0.0059239200699465,-0.0082976667902358,-0.0069604516481673,-0.0046599797546919,-0.0017827900524237,0.0096245580935735,0.0104712689430956,0.0065989933647831,0.0060043868872182,0.0103020061807046,-0.0281613664018303,1
2012-02-16,-0.0006543371004235,0.0188261600684636,0.0137008642692171,0.0110729083965526,-0.0079970286780283,0.0090219541744684,0.0118903321661508,0.0074413238919012,0.0067126255815243,0.0105044303017488,-0.0183862211620328,0
2012-02-17,-0.0038690112885975,-0.0001205216720536,-0.0031435590650354,0.0026457781980402,-0.0002574654123982,0.0065052607052714,0.0096521377249413,0.0068585335837903,0.0053815726664125,0.0079920026459317,0.0747183358229044,1
